NO CHARGER;CHARGER ;NO UNIT;LOKASI;STATUS;Tgl Dtg;Tgl Pertama Kali Kirim
CL207;LITIUM 48V 200A SN : APL23048558003;;POOL (POS 2);AVAILABLE;02/05/2023;13/05/2023
CL208;LITIUM 48V 200A SN : APL23048558012;3592;Sasa Inti Jababeka ;TERPASANG;02/05/2023;09/05/2023
CL209;LITIUM 48V 200A SN : APL23048558010;;Nabati Majalengka;SPARE;02/05/2023;12/05/2023
CL210;LITIUM 48V 200A SN : APL23048558006;1618;Kaldu Sari Nabati Majalengka;TERPASANG;02/05/2023;04/05/2023
CL211;LITIUM 48V 200A SN : APL23048558009;;POOL (POS 2);AVAILABLE;02/05/2023;12/05/2023
CL212;LITIUM 48V 200A SN : APL23048558011;;POOL (POS 2);AVAILABLE;02/05/2023;12/05/2023
CL213;LITIUM 48V 200A SN : APL23048558004;3119;Nabati Majalengka;TERPASANG;02/05/2023;12/05/2023
CL214;LITIUM 80V 200A SN : APL23018318118;3522;IKPP Perawang;TERPASANG;02/05/2023;25/05/2023
CL215;LITIUM 48V 200A SN : APL23018318070;;IKPP Perawang;SPARE;02/05/2023;25/05/2023
CL216;LITIUM 48V 200A SN : APL23018318079;;IKPP Perawang;SPARE;02/05/2023;25/05/2023
CL217;LITIUM 48V 200A SN : APL23018318057;;IKPP Perawang;SPARE;02/05/2023;25/05/2023
CL218;LITIUM 48V 200A SN : APL23018318027;;IKPP Perawang;SPARE;02/05/2023;25/05/2023
CL219;LITIUM 48V 200A SN : APL23018318043;;IKPP Perawang;SPARE;02/05/2023;25/05/2023
CL220;LITIUM 48V 200A SN : APL23018318058;3509;IKPP Perawang;TERPASANG;02/05/2023;26/05/2023
CL221;LITIUM 48V 200A SN : APL23018318060;3505;IKPP Perawang;TERPASANG;02/05/2023;26/05/2023
CL222;LITIUM 48V 200A SN : APL23018318022;3502;IKPP Perawang;TERPASANG;02/05/2023;26/05/2023
CL223;LITIUM 48V 200A SN : APL23018318042;3510;IKPP Perawang;TERPASANG;02/05/2023;26/05/2023
CL224;LITIUM 48V 200A SN : APL23018318044;3514;IKPP Perawang;TERPASANG;02/05/2023;26/05/2023
CL225;LITIUM 48V 200A SN : APL23018318067;;Pantos Cakung - CSKD;SPARE;02/05/2023;23/06/2023
CL226;LITIUM 48V 200A SN : APL23018318054;;POOL (POS 2);AVAILABLE;02/05/2023; -
CL227;LITIUM 48V 200A SN : APL23018318076;3128;Kaldu Sari Nabati Indonesia - Rancaekek;TERPASANG;02/05/2023;21/06/2023
CL228;LITIUM 48V 200A SN : APL23018318021;2721;POOL (POS 2) - Plan DHL Supply Chain;TERPASANG;02/05/2023;31/05/2023
CL229;LITIUM 48V 200A SN : APL23018318013;5429;POOL (POS 2) - Plan Supernova JB 6;TERPASANG;02/05/2023;29/05/2023
CL230;LITIUM 48V 200A SN : APL23018318078;2234;Heinz ABC Karawang;TERPASANG;02/05/2023;03/07/2023
CL231;LITIUM 48V 200A SN : APL23018318050;3395;Nabati Majalengka;TERPASANG;02/05/2023;16/06/2023
CL232;LITIUM 48V 200A SN : APL23018318052;1636;Unilever Bango Subang;TERPASANG;02/05/2023;03/07/2023
CL233;LITIUM 48V 200A SN : APL23018318020;;POOL (POS 2);AVAILABLE;02/05/2023;16/06/2023
CL234;LITIUM 48V 200A SN : APL23018318024;3646;Indolakto Ciracas;TERPASANG;02/05/2023;25/08/2023
CL235;LITIUM 48V 200A SN : APL23018318077;5807;POOL (POS 2) - Plan Samudera Logistik;TERPASANG;02/05/2023;09/08/2023
CL236;LITIUM 48V 200A SN : APL23018318073;3657;Berlina Jababeka;TERPASANG;02/05/2023;11/07/2023
CL237;LITIUM 48V 200A SN : APL23018318029;3658;Berlina Jababeka;TERPASANG;02/05/2023;11/07/2023
CL238;LITIUM 48V 200A SN : APL23018318066;3134;Nabati Majalengka;TERPASANG;02/05/2023;12/07/2023
CL239;LITIUM 48V 200A SN : APL23018318033;;Supernova Cibitung / MM;SPARE;02/05/2023;14/07/2023
CL240;LITIUM 48V 200A SN : APL23018318014;2306;Unilever Bango Subang;TERPASANG;02/05/2023;29/08/2023
CL241;LITIUM 48V 200A SN : APL23018318017;3645;Indolakto Ciracas;TERPASANG;02/05/2023;25/08/2023
CL242;LITIUM 48V 200A SN : APL23018318039;;Sasa Inti Jababeka ;SPARE;02/05/2023;27/07/2023
CL243;LITIUM 48V 200A SN : APL23018318065;;Samudera Logistics Service Deltamas;SPARE;02/05/2023;02/09/2023
CL244;LITIUM 48V 200A SN : APL23018318055;3055;POOL (POS 2) - Plan LG Cibitung;TERPASANG;02/05/2023;
CL245;LITIUM 48V 200A SN : APL23018318069;Spare;IKPP Perawang;TERPASANG;02/05/2023;28/06/2023
CL246;LITIUM 48V 200A SN : APL23018318061;2595;Supernova JB 2;TERPASANG;02/05/2023;17/06/2023
CL247;LITIUM 48V 200A SN : APL23018318015;3790;Kaldu Sari Nabati Rancaekek;TERPASANG;02/05/2023;08/09/2023
CL248;LITIUM 80V 200A SN : APL23018318105;3524;IKPP Perawang;TERPASANG;02/05/2023;25/05/2023
CL249;LITIUM 80V 200A SN : APL23018318109;3521;POOL (POS 2);TERPASANG;02/05/2023;25/05/2023
CL250;LITIUM 80V 200A SN : APL23018318107;3526;POOL (POS 2);TERPASANG;02/05/2023;25/05/2023
CL251;LITIUM 80V 200A SN : APL23018318119;3527;IKPP Perawang;TERPASANG;02/05/2023;25/05/2023
CL252;LITIUM 80V 200A SN : APL23018318097;3528;IKPP Perawang;TERPASANG;02/05/2023;25/05/2023
CL253;LITIUM 80V 200A SN : APL23018318106;3401;IKPP Perawang;TERPASANG;02/05/2023;25/05/2023
CL254;LITIUM 80V 200A SN : APL23018318093;;IKPP Perawang;SPARE;02/05/2023;25/05/2023
CL255;LITIUM 80V 200A SN : APL23018318096;3529;IKPP Perawang;TERPASANG;02/05/2023;26/05/2023
CL256;LITIUM 80V 200A SN : APL23018318108;3219;POOL (POS 2) - Plan DHL MUF 7 Delta Silicon ;TERPASANG;02/05/2023;26/05/2023
CL257;LITIUM 80V 200A SN : APL23018318100;3531;IKPP Perawang;TERPASANG;02/05/2023;26/05/2023
CL258;LITIUM 48V 150A SN : APL23028318-B002;;Hab Dong Cibitung;SPARE;02/05/2023;10/07/2023
CL259;LITIUM 48V 150A SN : APL23028318-B007;1002;Kanepackage Indonesia Delta Silicon 5;TERPASANG;02/05/2023;06/06/2023
CL260;LITIUM 48V 200A SN : APL23018318030;2250;Ingress Technology;TERPASANG;02/05/2023;03/07/2023
CL261;LITIUM 80V 200A SN : APL23018318102;;ILC Logistik - karawang Barat (OS);SPARE;14/06/2023;13/09/2023
CL262;LITIUM 48V 150A SN : APL23048558015;;POOL (POS 2);AVAILABLE;14/06/2023;22/06/2023
CL263;LITIUM 48V 150A SN : APL23048558016;1601;Misumi Jababeka;TERPASANG;14/06/2023;26/06/2023
CL264;LITIUM 48V 150A SN : APL23048558013;3390;Reckit Benckiser Cileungsi;TERPASANG;14/06/2023;20/07/2023
CL265;LITIUM 48V 200A SN : APL23048571003;;Kadaka Adhi Logistik Deltamas;SPARE;14/06/2023;02/09/2023
CL266;LITIUM 48V 200A SN : APL23048571002;Spare;Amerta Indah Otsuka Sukabumi;TERPASANG;14/06/2023;
CL267;LITIUM 48V 200A SN : APL23048571004;3398;Tirta Alam Segar Cibitung;TERPASANG;14/06/2023;02/09/2023
CL268;LITIUM 48V 200A SN : APL23048571001;3317;HLI Green Power Karawang (LX Pantos);TERPASANG;14/06/2023;08/09/2023
CL269;LITIUM 48V 150A SN : APL23048558014;3543;Reckit Benckiser Cileungsi;TERPASANG;14/06/2023;20/07/2023
CL270;LITIUM 48V 200A SN : APL23078858013;;Indo Bharat Rayon (IBR) Purwakarta ;SPARE;15/08/2023;16/08/2023
CL271;LITIUM 48V 200A SN : APL23078858011;;Supernova JB 6;SPARE;15/08/2023;22/08/2023
CL272;LITIUM 48V 200A SN : APL23078858050;3587;Sugity Creative Cibitung;TERPASANG;15/08/2023;29/08/2023
CL273;LITIUM 48V 200A SN : APL23078858014;3584;Sugity Creative Cibitung;TERPASANG;15/08/2023;29/08/2023
CL274;LITIUM 48V 200A SN : APL23078858033;3585;Sugity Karawang;TERPASANG;15/08/2023;29/08/2023
CL275;LITIUM 48V 200A SN : APL23078858031;3586;Sugity Creative Cibitung;TERPASANG;15/08/2023;29/08/2023
CL276;LITIUM 48V 200A SN : APL23078858042;2551;POOL (POS 2) - Plan Astro Cibitung / MM;TERPASANG;15/08/2023;02/09/2023
CL277;LITIUM 48V 200A SN : APL23078858051;3786;Nabati Majalengka;TERPASANG;15/08/2023;29/08/2023
CL278;LITIUM 48V 200A SN : APL23078858041;2232;Lami Packaging Cikande Serang;TERPASANG;15/08/2023;11/09/2023
CL279;LITIUM 48V 200A SN : APL23078858054;1963;POOL (POS 2) - Univenus Serang - Spare;TERPASANG;15/08/2023;13/09/2023
CL280;LITIUM 48V 200A SN : APL23078858034;;POOL (POS 2);AVAILABLE;15/08/2023;19/09/2023
CL281;LITIUM 48V 200A SN : APL23078858010;2308;Cipta Niaga Semesta Malang Utara;TERPASANG;15/08/2023;19/09/2023
CL282;LITIUM 48V 200A SN : APL23078858012;2584;POOL (POS 2) - Plan Duta Sentosa Yasa (Gdg Mr. DIY) Marunda;TERPASANG;15/08/2023;25/09/2023
CL283;LITIUM 48V 200A SN : APL23078858039;;Mulia Tangguh Persada Cikarang Pusat;SPARE;15/08/2023;25/09/2023
CL284;LITIUM 48V 200A SN : APL23078858025;3177;POOL (POS 2) - Plan Primacor Tangerang;TERPASANG;15/08/2023;04/10/2023
CL285;LITIUM 48V 200A SN : APL23078858047;3987;YCH-MDC Cikarang Deltamas;TERPASANG;15/08/2023;30/09/2023
CL286;LITIUM 48V 200A SN : APL23078858030;2694;Rapid Plast Indonesia Jababeka;TERPASANG;15/08/2023;04/10/2023
CL287;LITIUM 48V 200A SN : APL23088858059;3623;CV Sokobimo (Matra Roda Piranti);TERPASANG;15/08/2023;04/10/2023
CL288;LITIUM 48V 200A SN : APL23078858037;2319;Aristides Logistik Surabaya;TERPASANG;15/08/2023;09/10/2023
CL289;LITIUM 48V 200A SN : APL23078858053;2298;POOL (POS 2) - Plan My Pack Cibitung;TERPASANG;15/08/2023;09/10/2023
CL290;LITIUM 48V 200A SN : APL23088858065;;Pantos Cibitung - Daiwa;SPARE;15/08/2023;10/10/2023
CL291;LITIUM 48V 200A SN : APL23078858018;3783;Nabati Majalengka;TERPASANG;15/08/2023;17/10/2023
CL292;LITIUM 48V 200A SN : APL23088858069;3784;Nabati Majalengka;TERPASANG;15/08/2023;17/10/2023
CL293;LITIUM 48V 200A SN : APL23088858062;;Pantos Cakung - CSKD;SPARE;15/08/2023;25/10/2023
CL294;LITIUM 48V 200A SN : APL23088858070;3647;Lazada / Lastana Express Deltamas;TERPASANG;15/08/2023;07/11/2023
CL295;LITIUM 48V 200A SN : APL23088858060;3363;Karya Inti Karton Clamp Delta Silicon 3;TERPASANG;15/08/2023;20/10/2023
CL296;LITIUM 80V 200A SN : APL23078858187;;ESM Dumai;SPARE;15/08/2023;16/08/2023
CL297;LITIUM 48V 200A SN : APL23088858077;;Samudera Logistik Service Mondelez Deltamas;SPARE;15/08/2023;21/10/2023
CL298;LITIUM 48V 200A SN : APL23088858064;3785;Nabati Majalengka;TERPASANG;15/08/2023;26/10/2023
CL299;LITIUM 48V 200A SN : APL23088858083;;Supernova JB 2;SPARE;15/08/2023;03/11/2023
CL300;LITIUM 48V 200A SN : APL23078858017;1659;Logisall Servis (Samsung SDS - Surabaya);TERPASANG;15/08/2023;08/01/2024
CL301;LITIUM 80V 200A SN : APL23078858184;2251;Sika Indonesia Cileungsi;TERPASANG;15/08/2023;21/02/2024
CL302;LITIUM 80V 200A SN : APL23078858166;;POOL (POS 2);AVAILABLE;15/08/2023;09/09/2023
CL303;LITIUM 80V 200A SN : APL23078858165;;ILC Logistik - karawang Barat OS;SPARE;15/08/2023;02/11/2023
CL304;LITIUM 80V 200A SN : APL23078858171;3560;BMJ Karawang;TERPASANG;15/08/2023;20/11/2023
CL305;LITIUM 80V 200A SN : APL23078858163;;IKPP Perawang;SPARE;15/08/2023;10/01/2024
CL306;LITIUM 80V 200A SN : APL23078858196;5022;Pindodeli Perawang;TERPASANG;15/08/2023;24/04/2024
CL307;LITIUM 48V 150A SN : APL23078858008;1288;POOL (POS 2) - Plan HLI Green Power Karawang (LX Pantos);TERPASANG;25/08/2023;09/09/2023
CL308;LITIUM 48V 150A SN : APL23078858001;;Asianagro Agungjaya Marunda;SPARE;25/08/2023;03/11/2023
CL309;LITIUM 80V 200A SN : APL23088858083;;Supernova JB 2;SPARE;15/08/2023;03/11/2023
CL310;LITIUM 80V 200A SN : APL23078858183;;POOL (POS 2);AVAILABLE;15/08/2023;10/01/2024
CL311;LITIUM 80V 200A SN : APL23078858180;;POOL (POS 2);AVAILABLE;15/08/2023;06/01/2024
CL312;LITIUM 80V 200A SN : APL23078858185;2480;LG Tangerang;TERPASANG;15/08/2023;03/12/2023
CL313;LITIUM 80V 200A SN : APL23078858177;;Oki Palembang;SPARE;15/08/2023;29/11/2023
CL314;LITIUM 80V 200A SN : APL23078858199;5152;Pindodeli Perawang;TERPASANG;15/08/2023;24/04/2024
CL315;LITIUM 80V 200A SN : APL23078858194;;POOL (POS 2);AVAILABLE;15/08/2023;19/03/2024
CL316;LITIUM 80V 200A SN : APL23078858200;2373;IKPP Perawang;TERPASANG;15/08/2023;11/07/2024
CL317;LITIUM 80V 200A SN : APL23078858172;;POOL (POS 2);AVAILABLE;15/08/2023;19/03/2024
CL318;LITIUM 80V 200A SN : APL23078858188;6009;POOL (POS 5) - Plan Indo Kordsa Tbk Citeurep Bogor;TERPASANG;15/08/2023;19/03/2024
CL319;LITIUM 80V 200A SN : APL23078858175;;Bekaert - Toy 3 ton;SPARE;15/08/2023;19/03/2024
CL320;LITIUM 80V 200A SN : APL23078858182;;POOL (POS 2);AVAILABLE;15/08/2023;10/01/2024
CL321;LITIUM 80V 200A SN : APL23078858160;3561;Sika Indonesia Jababeka 2 ;TERPASANG;15/08/2023;15/02/2024
CL322;LITIUM 80V 200A SN : APL23078858179;;POOL (POS 2);AVAILABLE;15/08/2023;10/01/2024
CL323;LITIUM 80V 200A SN : APL23078858176;;Oki Palembang;SPARE;15/08/2023;29/08/2024
CL324;LITIUM 48V 200A SN : APL23078858036;;CJ Logistik Surabaya;SPARE;25/08/2023;23/10/2023
CL325;LITIUM 48V 200A SN : APL23088858073;;LG Tangerang;SPARE;25/08/2023;06/11/2023
CL326;LITIUM 48V 200A SN : APL23088858074;;LG Tangerang;SPARE;25/08/2023;06/11/2023
CL327;LITIUM 48V 200A SN : APL23088858063;2478;POOL (POS 2) - Plan Cipta Niaga Semesta / Mayora ;TERPASANG;25/08/2023;07/11/2023
CL328;LITIUM 48V 200A SN : APL23088858071;2553;POOL (POS 2) - Plan Mulia Boga Raya Subang;TERPASANG;25/08/2023;07/11/2023
CL329;LITIUM 48V 200A SN : APL23078858023;;Sugity Creative Cibitung;SPARE;25/08/2023;08/11/2023
CL330;LITIUM 48V 200A SN : APL23078858022;;Sugity Creative Cibitung;SPARE;25/08/2023;08/11/2023
CL331;LITIUM 48V 200A SN : APL23088858078;2294;ABC Kogen Bandung;TERPASANG;25/08/2023;10/11/2023
CL332;LITIUM 48V 200A SN : APL23078858044;;Pantos Cakung - CSKD;SPARE;25/08/2023;10/11/2023
CL333;LITIUM 48V 200A SN : APL23078858019;;POOL (POS 2);AVAILABLE;25/08/2023;15/11/2023
CL334;LITIUM 48V 200A SN : APL23078858045;;Pantos Cakung - CSKD;SPARE;25/08/2023;20/11/2023
CL335;LITIUM 48V 200A SN : APL23078858043;2317;Ultra Jaya Milk Padalarang;TERPASANG;25/08/2023;24/11/2023
CL336;LITIUM 48V 200A SN : APL23078858035;3906;Sika Gresik - Surabaya;TERPASANG;25/08/2023;01/12/2023
CL337;LITIUM 48V 200A SN : APL23088858085;3805;Musashi Ejib;TERPASANG;25/08/2023;29/11/2023
CL338;LITIUM 48V 200A SN : APL23088858082;3806;Musashi Ejib;TERPASANG;12/10/2023;29/11/2023
CL339;LITIUM 48V 200A SN : APL23088858086;3807;Musashi Ejib;TERPASANG;12/10/2023;29/11/2023
CL340;LITIUM 48V 200A SN : APL23088858088;3808;Musashi Ejib;TERPASANG;12/10/2023;29/11/2023
CL341;LITIUM 48V 200A SN : APL23088858081;;Indolakto Sukabumi;SPARE;12/10/2023;29/11/2023
CL342;LITIUM 48V 200A SN : APL23088858087;3809;Musashi Ejib;TERPASANG;12/10/2023;29/11/2023
CL343;LITIUM 48V 200A SN : APL23088858080;3810;Musashi Karawang Timur;TERPASANG;12/10/2023;29/11/2023
CL344;LITIUM 48V 200A SN : APL23088858084;3517;Amerta Indah Otsuka Sukabumi;TERPASANG;12/10/2023;02/12/2023
CL345;LITIUM 48V 200A SN : APL23088858076;2477;DHL KIIC Karawang;TERPASANG;12/10/2023;17/01/2024
CL346;LITIUM 48V 200A SN : APL23078858016;5376;Supernova JB 2;TERPASANG;12/10/2023;07/12/2023
CL347;LITIUM 48V 200A SN : APL23088858079;2572;Nissin Jaya Cibitung / MM;TERPASANG;12/10/2023;23/11/2023
CL348;LITIUM 48V 150A SN : APL23078858007;;HLI Green Power Karawang (LX Pantos);SPARE;12/10/2023;10/11/2023
CL349;LITIUM 48V 150A SN : APL23078858005;;POOL (POS 2);AVAILABLE;12/10/2023;10/11/2023
CL350;LITIUM 48V 150A SN : APL23078858004;3901;Musashi Karawang;TERPASANG;12/10/2023;20/11/2023
CL351;LITIUM 48V 150A SN : APL23078858006;;Musashi Karawang;SPARE;12/10/2023;22/12/2023
CL352;LITIUM 48V 150A SN : APL23078858009;;Bekaert;SPARE;12/10/2023;27/11/2023
CL353;LITIUM 48V 150A SN : APL23078858002;;LG Cibitung;SPARE;12/10/2023;22/12/2023
CL354;LITIUM 80V 200A SN : APL23078858178;3902;Sika Indonesia Cileungsi;TERPASANG;07/11/2023;23/11/2023
CL355;LITIUM 80V 200A SN : APL23078858189;5137;Sika Indonesia Cileungsi;TERPASANG;07/11/2023;21/06/2024
CL356;LITIUM 80V 200A SN : APL23078858173;;POOL (POS 2);AVAILABLE;07/11/2023;19/03/2024
CL357;LITIUM 80V 200A SN : APL23078858181;2374;IKPP Perawang;TERPASANG;07/11/2023;18/05/2024
CL358;LITIUM 80V 200A SN : APL23078858170;;IKPP Perawang;SPARE;07/11/2023;10/01/2024
CL359;LITIUM 80V 200A SN : APL23078858186;;IKPP Perawang;SPARE;07/11/2023;10/01/2024
CL360;LITIUM 80V 200A SN : APL23078858164;2103;POOL (POS 2);TERPASANG;07/11/2023;16/04/2024
CL361;LITIUM 48V 200A SN : APL23088858142;3992;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL362;LITIUM 48V 200A SN : APL23088858151;3918;Amerta Indah Otsuka - Sentul;TERPASANG;07/11/2023;21/12/2023
CL363;LITIUM 48V 200A SN : APL23088858143;3802;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;27/12/2023
CL364;LITIUM 48V 200A SN : APL23088858136;3917;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL365;LITIUM 48V 200A SN : APL23088858093;5130;POOL (POS 2) - Plan Amerta Medan;TERPASANG;07/11/2023;30/11/2023
CL366;LITIUM 48V 200A SN : APL23088858149;3991;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL367;LITIUM 48V 200A SN : APL23088858147;3803;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL368;LITIUM 48V 200A SN : APL23088858150;;Amerta Indah Otsuka Sukabumi;SPARE;07/11/2023;14/12/2023
CL369;LITIUM 48V 200A SN : APL23088858122;;Nissin Jaya Indonesia - KITIC Deltamas;SPARE;07/11/2023;22/12/2023
CL370;LITIUM 48V 200A SN : APL23088858154;5891;POOL (POS 2) - Plan Duta Sentosa Yasa;TERPASANG;07/11/2023;28/12/2023
CL371;LITIUM 48V 200A SN : APL23088858148;5000;Logisall (Unilever Oleo Chemical - Medan) ;TERPASANG;07/11/2023;10/01/2024
CL372;LITIUM 48V 200A SN : APL23088858140;3919;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL373;LITIUM 48V 200A SN : APL23088858133;3920;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL374;LITIUM 48V 200A SN : APL23088858135;;Amerta Indah Otsuka Sukabumi;SPARE;07/11/2023;
CL375;LITIUM 48V 200A SN : APL23088858100;;Supernova Cibitung / MM;SPARE;07/11/2023;08/01/2024
CL376;LITIUM 48V 200A SN : APL23088858121;3804;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL377;LITIUM 48V 200A SN : APL23088858152;3921;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL378;LITIUM 48V 200A SN : APL23088858103;3993;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL379;LITIUM 48V 200A SN : APL23088858105;;POOL (POS 5);AVAILABLE;07/11/2023;22/12/2023
CL380;LITIUM 48V 200A SN : APL23088858126;;Kaldu Sari Nabati Rancaekek;SPARE;07/11/2023;08/01/2024
CL381;LITIUM 48V 200A SN : APL23088858111;;Amerta Indah Otsuka Sukabumi;SPARE;07/11/2023;
CL382;LITIUM 48V 200A SN : APL23088858146;;Kaldu Sari Nabati Majalengka;SPARE;07/11/2023;12/02/2024
CL383;LITIUM 48V 200A SN : APL23088858117;;Amerta Indah Otsuka Sentul;SPARE;07/11/2023;06/01/2024
CL384;LITIUM 48V 200A SN : APL23088858137;3999;Logisall (Unilever Oleo Chemical - Medan) ;TERPASANG;07/11/2023;10/01/2024
CL385;LITIUM 48V 200A SN : APL23088858125;;POOL (POS 2);AVAILABLE;07/11/2023;
CL386;LITIUM 48V 200A SN : APL23088858139;3062;Heinz ABC Karawang;TERPASANG;07/11/2023;11/01/2024
CL387;LITIUM 48V 200A SN : APL23088858124;1663;POOL (POS 2) - Plan My Pack Cibitung;TERPASANG;07/11/2023;23/02/2024
CL388;LITIUM 48V 200A SN : APL23088858096;5374;DHL Supply Chain Osowilangun Surabaya;TERPASANG;07/11/2023;
CL389;LITIUM 48V 200A SN : APL23078858038;5207;Nissin Jaya Cibitung / MM;TERPASANG;07/11/2023;13/02/2024
CL390;LITIUM 48V 200A SN : APL23088858157;;Hab Dong Indo Cibitung / MM;SPARE;07/11/2023;02/03/2024
CL391;LITIUM 48V 200A SN : APL23088858127;2571;Kamadjaja (Kaldu sari Nabati Indonesia - Majalengka);TERPASANG;07/11/2023;23/02/2024
CL392;LITIUM 48V 200A SN : APL23088858094;3787;Kaldu Sari Nabati Indonesia - Rancaekek;TERPASANG;07/11/2023;11/12/2023
CL393;LITIUM 48V 200A SN : APL23088858092;5124;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;01/02/2024
CL394;LITIUM 48V 200A SN : APL23088858129;;Unilever Bango Subang;SPARE;07/11/2023;23/01/2026
CL395;LITIUM 48V 200A SN : APL23088858090;5125;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;01/02/2024
CL396;LITIUM 48V 200A SN : APL23088858089;3985;HLI Green Power Karawang (LX Pantos);TERPASANG;07/11/2023;15/03/2024
CL397;LITIUM 48V 200A SN : APL23088858138;;POOL (POS 2);AVAILABLE;07/11/2023;
CL398;LITIUM 48V 200A SN : APL23088858123;6128;POOL (POS 5) - Plan Nagasakti Bandung;TERPASANG;07/11/2023;15/02/2024
CL399;LITIUM 48V 200A SN : APL23088858095;;Pantos Cakung - CSKD;SPARE;07/11/2023;29/11/2023
CL400;LITIUM 48V 200A SN : APL23088858120;1953;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL401;LITIUM 48V 200A SN : APL23088858119;;Supernova Cibitung / MM;SPARE;07/11/2023;20/04/2024
CL402;LITIUM 48V 200A SN : APL23088858131;3491;DHL Supply Chain (MUF 7) Cikarang;TERPASANG;07/11/2023;18/01/2025
CL403;LITIUM 48V 200A SN : APL23088858158;;Indolakto Ciracas;SPARE;07/11/2023;22/04/2024
CL404;LITIUM 48V 200A SN : APL23088858098;;POOL (POS 2);AVAILABLE;07/11/2023;21/03/2024
CL405;LITIUM 48V 200A SN : APL23088858106;1946;POOL (POS 2) - Plan DHL Cikarang;TERPASANG;07/11/2023;
CL406;LITIUM 48V 200A SN : APL23088858112;;Amerta Indah Otsuka Sukabumi;SPARE;07/11/2023;
CL407;LITIUM 48V 200A SN : APL23088858141;;Pantos Cibitung - Daiwa;SPARE;07/11/2023;11/12/2023
CL408;LITIUM 48V 200A SN : APL23088858153;5016;Indolakto Purwosari Surabaya;TERPASANG;07/11/2023;22/12/2023
CL409;LITIUM 48V 200A SN : APL23088858144;3997;Logisall (Unilever Oleo Chemical - Medan) ;TERPASANG;07/11/2023;09/01/2024
CL410;LITIUM 48V 200A SN : APL23088858097;2897;HLI Green Power Karawang (LX Pantos);TERPASANG;07/11/2023;22/12/2023
CL411;LITIUM 48V 200A SN : APL23088858108;3998;Logisall (Unilever Oleo Chemical - Medan) ;TERPASANG;07/11/2023;09/01/2024
CL412;LITIUM 48V 200A SN : APL23088858113;3995;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL413;LITIUM 48V 200A SN : APL23088858128;3916;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL414;LITIUM 48V 200A SN : APL23088858109;3915;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;27/12/2023
CL415;LITIUM 48V 200A SN : APL23088858118;3912;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL416;LITIUM 48V 200A SN : APL23088858110;3801;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL417;LITIUM 48V 200A SN : APL23088858145;3988;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL418;LITIUM 48V 200A SN : APL23088858156;3989;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;21/12/2023
CL419;LITIUM 48V 200A SN : APL23088858107;3914;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;27/12/2023
CL420;LITIUM 48V 200A SN : APL23088858116;3913;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL421;LITIUM 48V 200A SN : APL23088858099;5017;Indolakto Purwosari Surabaya;TERPASANG;07/11/2023;22/12/2023
CL422;LITIUM 48V 200A SN : APL23088858155;;POOL (POS 2);AVAILABLE;07/11/2023;16/12/2023
CL423;LITIUM 48V 200A SN : APL23088858130;3385;POOL (POS 2) - Plan Samudera Logistik Mondelez Deltamas;TERPASANG;07/11/2023;16/12/2023
CL424;LITIUM 48V 200A SN : APL23088858132;2722;CJ Logistik Service Indonesia Bandung;TERPASANG;07/11/2023;11/12/2023
CL425;LITIUM 48V 200A SN : APL23088858101;5636;Indolakto Sukabumi;TERPASANG;07/11/2023;22/12/2023
CL426;LITIUM 48V 200A SN : APL23088858091;3589;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;29/12/2023
CL427;LITIUM 48V 200A SN : APL23088858102;3588;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;29/12/2023
CL428;LITIUM 48V 200A SN : APL23088858104;3548;Amerta Indah Otsuka Sukabumi;TERPASANG;07/11/2023;22/12/2023
